UserID,ItemID,Rating,Time
6,131634,1353153600
6,131634,1354374000
6,131634,1354960800
6,131634,1355119200
6,131634,1355198400
6,131634,1355317200
6,131634,1355720400
6,131634,1356642000
6,131634,1356840000
6,131634,1356937200
6,131634,1357106400
6,131634,1357509600
6,131634,1357614000
6,131634,1358118000
6,105068,1374174000
6,104992,1374174000
6,250267,1374523200
8,68396,1359306000
8,358924,1359306000
8,319280,1359306000
8,156075,1359306000
9,131634,1364652000
9,421208,1364652000
63,222286,1359759600
63,131634,1359759600
63,79954,1359763200
63,1507,1359766800
63,1526,1359766800
63,388425,1359777600
63,480822,1359781200
63,461369,1359784800
63,201335,1359784800
63,366131,1359788400
63,327538,1359788400
63,399988,1359792000
65,66984,1353895200
66,79040,1369724400
68,182646,1362754800
68,450275,1363212000
68,240418,1363374000
68,169398,1364936400
100,131634,1365256800
100,131634,1366315200
102,259025,1372366800
151,457364,1353254400
151,146151,1353254400
151,339958,1361430000
151,339958,1361440800
151,339958,1361444400
151,279417,1361768400
151,408798,1361772000
151,408798,1362038400
151,169398,1363086000
151,169398,1364374800
151,351529,1364374800
151,413917,1364374800
151,490404,1364374800
151,499398,1374699600
151,205412,1375300800
151,24430,1375441200
151,27522,1376377200
151,339593,1376470800
257,131634,1359140400
257,27522,1359140400
257,123819,1375686000
257,53633,1375689600
257,354792,1375689600
257,45561,1375693200
257,150359,1375696800
257,24410,1375696800
266,24404,1366282800
276,24791,1370566800
276,3140,1370566800
276,114281,1370570400
276,278161,1370570400
276,114831,1370570400
276,97402,1370570400
276,36822,1370570400
276,66984,1370962800
276,124664,1373281200
276,315397,1376560800
276,240418,1376560800
312,227513,1361739600
312,364974,1362013200
312,423562,1362013200
343,131634,1363636800
343,172894,1363636800
358,215419,1372539600
358,109467,1372539600
358,483314,1372543200
367,66984,1354474800
367,365720,1360832400
367,125015,1360832400
367,240418,1370113200
386,307273,1334754000
386,362930,1334754000
386,104976,1334757600
386,176516,1334757600
386,363760,1334757600
386,309916,1334872800
386,301579,1334876400
386,67000,1334876400
386,1532,1334883600
386,261295,1335031200
386,375454,1335031200
386,362930,1339167600
386,104976,1339167600
386,377876,1354467600
386,66984,1354467600
386,389784,1354467600
386,285264,1354561200
386,104976,1354633200
386,336889,1357585200
386,211807,1357930800
386,278510,1358010000
386,300190,1360004400
386,311377,1360184400
386,309916,1360191600
386,83115,1360191600
386,474025,1360191600
386,1532,1360198800
386,83115,1364940000
386,221875,1364997600
386,300190,1364997600
386,478930,1377093600
434,253380,1359565200
434,27522,1359565200
445,66984,1355666400
445,2953,1355842800
445,78169,1355842800
445,166538,1355842800
445,1533,1360551600
445,68912,1360720800
445,132860,1360720800
445,84803,1363057200
445,13001,1363057200
447,442739,1341676800
447,201039,1341676800
447,330479,1341680400
447,293216,1341694800
447,330479,1341694800
447,35672,1341694800
447,79522,1341698400
447,101280,1341698400
447,258849,1341698400
447,356170,1341763200
447,356170,1341777600
447,293216,1341777600
447,360527,1342789200
447,440408,1342789200
447,356170,1342789200
447,307273,1342789200
447,362930,1342789200
447,362930,1347724800
447,440408,1347732000
447,201039,1347735600
447,371950,1351368000
447,440408,1351695600
447,180489,1351702800
447,440408,1351706400
447,440408,1351792800
447,440408,1353870000
447,252581,1353870000
447,307273,1353870000
447,440408,1354802400
447,201039,1354993200
447,442739,1354993200
447,415629,1354993200
447,241801,1355608800
447,442739,1356192000
447,360527,1356195600
447,201039,1356199200
447,442739,1356199200
447,35672,1356202800
447,356170,1356282000
447,440408,1356285600
447,35672,1356800400
447,362930,1357066800
447,120876,1357074000
447,307273,1357300800
447,440408,1357300800
447,360527,1357300800
447,362930,1357308000
447,288852,1357426800
447,201039,1358787600
447,442739,1358787600
447,356170,1358791200
447,360527,1358809200
447,306955,1358809200
447,307273,1358809200
447,201039,1359216000
447,356170,1359216000
447,362930,1359831600
447,201039,1359849600
447,475030,1364691600
447,362930,1366282800
447,360527,1366286400
447,440408,1366387200
447,440408,1366455600
447,356170,1367092800
447,288852,1367096400
447,345366,1367157600
447,85737,1367157600
447,494750,1368288000
447,494750,1372978800
447,494750,1373716800
447,129179,1373817600
502,331789,1370012400
509,217646,1362409200
509,24430,1362481200
509,107267,1362495600
509,24430,1362564000
509,24687,1362614400
509,24687,1362618000
509,400662,1362618000
509,24430,1362650400
509,53579,1362697200
509,62024,1362697200
509,2963,1362697200
509,1508,1362700800
509,1528,1362747600
509,62024,1362751200
509,81323,1362754800
509,24430,1362765600
509,384589,1362859200
509,65143,1362862800
509,1508,1362880800
539,131634,1364637600
539,52003,1374836400
559,18184,1355533200
559,372745,1355533200
559,446974,1355536800
559,125015,1362531600
559,137613,1362531600
559,2872,1362535200
559,305931,1362535200
559,487798,1362704400
564,240418,1334710800
617,131634,1341871200
685,131634,1334181600
685,340848,1334232000
685,131634,1334397600
685,37701,1334397600
685,281153,1334397600
685,203512,1334793600
685,37701,1334793600
685,131634,1334793600
685,154512,1334797200
685,340848,1334836800
685,154512,1334872800
685,166200,1334872800
685,65083,1334872800
685,17812,1334876400
685,65083,1334919600
685,154512,1334919600
685,166200,1334919600
685,340848,1334923200
685,141469,1334966400
685,340848,1335013200
685,65083,1335013200
685,340848,1335020400
685,53579,1335049200
685,36822,1335049200
685,169970,1335049200
685,65083,1335049200
685,2947,1335049200
685,131634,1335088800
685,37701,1335088800
685,281153,1335088800
685,131634,1335366000
685,37701,1335366000
685,281153,1335366000
685,369301,1335391200
685,154512,1335610800
685,65083,1335610800
685,37701,1335708000
685,281153,1335708000
685,37701,1336075200
685,131634,1336075200
685,65390,1336086000
685,340848,1336086000
685,166200,1336086000
685,340848,1336140000
685,169970,1336176000
685,131634,1336219200
685,37701,1336219200
685,37701,1336226400
685,340848,1336665600
685,65083,1336734000
685,154512,1336777200
685,131634,1336820400
685,37701,1336820400
685,65083,1337223600
685,154512,1337223600
685,166200,1337223600
685,340848,1337277600
685,340848,1337342400
685,154512,1337389200
685,166200,1337389200
685,154512,1337425200
685,166200,1337425200
685,340848,1337428800
685,65083,1337428800
685,65083,1337443200
685,154512,1337443200
685,166200,1337443200
685,169970,1337454000
685,75228,1337461200
685,31491,1337464800
685,340848,1338480000
685,65083,1338552000
685,131634,1339041600
685,37701,1339041600
685,281153,1339041600
685,65083,1339070400
685,340848,1339077600
685,166200,1339167600
685,154512,1339171200
685,340848,1339171200
685,24374,1339250400
685,36822,1339455600
685,340848,1339524000
685,2892,1339534800
685,65083,1339585200
685,340848,1339585200
685,340848,1339588800
685,37701,1340287200
685,131634,1340287200
685,280129,1341270000
685,154512,1341345600
685,166200,1341345600
685,154512,1341392400
685,166200,1341392400
685,340848,1341392400
685,97211,1341504000
685,2947,1341619200
685,36822,1341619200
685,131634,1341666000
685,37701,1341666000
685,334994,1341666000
685,393630,1341669600
685,131634,1342105200
685,154512,1342141200
685,166200,1342141200
685,154512,1342224000
685,166200,1342224000
685,2892,1342825200
685,391195,1342825200
685,166200,1342908000
685,369650,1342908000
685,434138,1342951200
685,188209,1342962000
685,169970,1343430000
685,154512,1343469600
685,166200,1343469600
685,37701,1343484000
685,131634,1343484000
685,247961,1343487600
685,334994,1343487600
685,166200,1344513600
685,65083,1344513600
685,369650,1344556800
685,154512,1344556800
685,154512,1344600000
685,154512,1344690000
685,369650,1344690000
685,65083,1344693600
685,166200,1344715200
685,340848,1344715200
685,340848,1346857200
685,369650,1346878800
685,131634,1347548400
685,37701,1347548400
685,281153,1347548400
685,2892,1347656400
685,36007,1347721200
685,166200,1347750000
685,434138,1349697600
685,166200,1349697600
685,340848,1349701200
685,166200,1349722800
685,166200,1349989200
685,33532,1349992800
685,24430,1349992800
685,434138,1349996400
685,154512,1349996400
685,365965,1350003600
685,154512,1350086400
685,166200,1350086400
685,166200,1350586800
685,2892,1350597600
685,281153,1351177200
685,369650,1351191600
685,337629,1351206000
685,154512,1351260000
685,434138,1351260000
685,2947,1351292400
685,154512,1351339200
685,166200,1351339200
685,166200,1351360800
685,337629,1351360800
685,47922,1351375200
685,69586,1351378800
685,166200,1351382400
685,434138,1351382400
685,434138,1351425600
685,154512,1351425600
685,166200,1351425600
685,131884,1351432800
685,338665,1351447200
685,154512,1351508400
685,166200,1351508400
685,434138,1351598400
685,369650,1351598400
685,73296,1351645200
685,369650,1351681200
685,434138,1351684800
685,154512,1351684800
685,154512,1351728000
685,434138,1351728000
685,154512,1351760400
685,166200,1351760400
685,65083,1351771200
685,340848,1351774800
685,4656,1351807200
685,369650,1351857600
685,65083,1352120400
685,122169,1352120400
685,337629,1352142000
685,166200,1352142000
685,434138,1352142000
685,434138,1352199600
685,154512,1352199600
685,166200,1352199600
685,434138,1352257200
685,166200,1352286000
685,166200,1352293200
685,434138,1352293200
685,369650,1352293200
685,166200,1352368800
685,154512,1352372400
685,369650,1352372400
685,369650,1352462400
685,166200,1352462400
685,131634,1352466000
685,281153,1352466000
685,185305,1353002400
685,122169,1353002400
685,65083,1353002400
685,35672,1353006000
685,369650,1353024000
685,65083,1353085200
685,166200,1353153600
685,154512,1353240000
685,434138,1353240000
685,341605,1353247200
685,292565,1353250800
685,174749,1353254400
685,37701,1353726000
685,281153,1353726000
685,131634,1353726000
685,154512,1353733200
685,166200,1353733200
685,420781,1353733200
685,434138,1353733200
685,420781,1353762000
685,369650,1353762000
685,166200,1353808800
685,154512,1353848400
685,166200,1353848400
685,369650,1353848400
685,154512,1353888000
685,166200,1353888000
685,434138,1353888000
685,154512,1353956400
685,337629,1353974400
685,337629,1354017600
685,420781,1354017600
685,434138,1354017600
685,154512,1354017600
685,166200,1354017600
